Time,Mid
2019-07-03 18:24:24.082381,292.56037
2019-07-03 18:25:24.131612,292.62866
2019-07-03 18:26:24.228644,292.54047
2019-07-03 18:27:24.234139,292.63668
2019-07-03 18:28:24.243434,292.64495
2019-07-03 18:29:24.264679,292.424575
2019-07-03 18:40:02.260120,292.06168
2019-07-03 18:41:02.311077,292.543905
2019-07-03 18:42:02.349986,292.31657
2019-07-03 18:43:02.360058,292.169535
2019-07-03 18:44:02.429668,292.071165
2019-07-03 18:45:02.448960,292.213895
2019-07-03 18:46:02.461137,292.05
2019-07-03 18:47:02.475157,292.05
2019-07-03 18:48:02.509015,291.87056
2019-07-03 18:49:02.549540,292.52414
2019-07-03 18:50:02.230110,292.07718
2019-07-03 18:51:02.258344,292.392595
2019-07-03 18:52:02.305147,292.66774
2019-07-03 18:53:02.378852,292.60182
2019-07-03 18:54:02.474851,292.808065
2019-07-03 18:55:02.545546,293.351515
2019-07-03 18:56:02.551697,293.40114
2019-07-03 18:57:02.586573,293.433885
2019-07-03 18:58:02.659089,293.44444
2019-07-03 18:59:02.721518,293.1781
2019-07-03 19:00:02.301868,293.36169
2019-07-03 19:01:02.361141,293.42458
2019-07-03 19:02:02.377356,292.53501
2019-07-03 19:03:02.458271,292.233365
2019-07-03 19:04:02.548648,292.258545
2019-07-03 19:05:02.550605,291.99517
2019-07-03 19:06:02.610867,291.80463
2019-07-03 19:07:02.642171,291.45672
2019-07-03 19:08:02.724393,291.618735
2019-07-03 19:09:02.810942,291.934625
2019-07-03 19:10:02.302633,292.179915
2019-07-03 19:11:02.393916,292.1092
2019-07-03 19:12:02.448018,292.529965
2019-07-03 19:13:02.537707,292.741555
2019-07-03 19:14:02.603229,292.557105
2019-07-03 19:15:02.691703,292.666285
2019-07-03 19:16:02.712402,292.340015
2019-07-03 19:17:02.802643,292.121535
2019-07-03 19:18:02.899151,292.048925
2019-07-03 19:19:02.983287,292.22318
2019-07-03 19:20:02.317774,292.225
2019-07-03 19:21:02.335967,291.718605
2019-07-03 19:22:02.371283,291.902385
2019-07-03 19:23:02.376311,291.871365
2019-07-03 19:24:02.433718,292.08
2019-07-03 19:25:02.484476,292.17733
2019-07-03 19:26:02.551459,291.744685
2019-07-03 19:27:02.584529,291.670015
2019-07-03 19:28:02.644724,291.615
2019-07-03 19:29:02.740393,291.798075
2019-07-03 19:30:02.071441,291.734015
2019-07-03 19:31:02.131765,291.762285
2019-07-03 19:32:02.175316,291.825305
2019-07-03 19:33:02.238360,291.70468
2019-07-03 19:34:02.290069,291.70468
2019-07-03 19:35:02.384487,292.245465
2019-07-03 19:36:02.409617,292.10104
2019-07-03 19:37:02.484974,291.97798
2019-07-03 19:38:02.514836,292.02343
2019-07-03 19:39:02.555740,291.730285
2019-07-03 19:40:02.093487,291.99718
2019-07-03 19:41:02.147990,291.859425
2019-07-03 19:42:02.202099,292.720585
2019-07-03 19:43:02.221301,292.47171
2019-07-03 19:44:02.268662,292.64869
2019-07-03 19:45:02.320193,292.96835
2019-07-03 19:46:02.384704,292.405245
2019-07-03 19:47:02.413423,293.012315
2019-07-03 19:48:02.447652,292.668355
2019-07-03 19:49:02.488799,292.708815
2019-07-03 19:50:02.420438,292.77976
2019-07-03 19:51:02.447162,292.669805
2019-07-03 19:52:02.475692,292.575775
2019-07-03 19:53:02.561613,292.735945
2019-07-03 19:54:02.656409,292.34808
2019-07-03 19:55:02.726627,292.85228
2019-07-03 19:56:02.809881,292.23232
2019-07-03 19:57:02.878934,292.312055
2019-07-03 19:58:02.927018,292.645475
2019-07-03 19:59:02.937148,292.434015
2019-07-03 20:00:02.599190,292.395025
2019-07-03 20:01:02.664296,292.26405
2019-07-03 20:02:02.741228,292.000115
2019-07-03 20:03:02.752866,292.028405
2019-07-03 20:04:02.772358,291.99965
2019-07-03 20:05:02.848537,292.27438
2019-07-03 20:06:02.864715,292.104575
2019-07-03 20:07:02.905674,292.155485
2019-07-03 20:08:02.942498,292.179875
2019-07-03 20:09:03.038698,292.27216
2019-07-03 20:10:02.065250,292.01807
2019-07-03 20:11:02.091675,292.52188
2019-07-03 20:12:02.096940,292.4642
2019-07-03 20:20:21.883223,292.90478
2019-07-03 21:20:21.092925,293.042355
2019-07-03 21:21:21.093572,292.929485
2019-07-03 21:22:21.121115,292.939975
2019-07-03 21:23:21.215315,292.991815
2019-07-03 21:24:21.302615,293.099765
2019-07-03 21:25:21.362721,293.194655
2019-07-03 21:26:21.417326,293.31522
2019-07-03 21:27:21.478995,292.93921
2019-07-03 21:28:21.481712,292.98202
2019-07-03 21:29:21.517689,293.245
2019-07-03 21:30:01.972606,293.63855
2019-07-03 21:31:02.030285,293.24343
2019-07-03 21:32:02.130389,293.334385
2019-07-03 21:33:02.146484,293.446195
2019-07-03 21:34:02.244139,293.460545
2019-07-03 21:35:02.310648,294.136485
2019-07-03 21:36:02.358961,294.18221
2019-07-03 21:37:02.433484,294.12665
2019-07-03 21:38:02.469955,294.10666
2019-07-03 21:39:02.475873,293.987945
2019-07-03 21:40:02.362884,294.204725
2019-07-03 21:41:02.389833,294.37475
2019-07-03 21:42:02.403360,294.032645
2019-07-03 21:43:02.443510,294.139235
2019-07-03 21:44:02.493866,294.2399
2019-07-03 21:45:02.549012,294.3303
2019-07-03 21:46:02.585190,294.36642
2019-07-03 21:47:02.657405,294.394275
2019-07-03 21:48:02.742493,294.43566
2019-07-03 21:49:02.750086,294.53328
2019-07-03 21:50:02.098253,294.73304
2019-07-03 21:51:02.160481,294.73026
2019-07-03 21:52:02.177168,294.57153
2019-07-03 21:53:02.188861,294.558545
2019-07-03 21:54:02.277992,294.593325
2019-07-03 21:55:02.338081,294.468355
2019-07-03 21:56:02.402397,294.45578
2019-07-03 21:57:02.469166,293.91471
2019-07-03 21:58:02.498094,293.248475
2019-07-03 21:59:02.504699,293.900095
2019-07-03 22:00:02.032632,293.96376
2019-07-03 22:01:02.066695,294.362395
2019-07-03 22:02:02.147933,294.686335
2019-07-03 22:03:02.225839,294.676175
2019-07-03 22:04:02.288566,294.38542
2019-07-03 22:05:02.359521,294.36867
2019-07-03 22:06:02.408184,293.95255
2019-07-03 22:07:02.491779,293.68261
2019-07-03 22:08:02.581150,293.762285
2019-07-03 22:09:02.629956,293.880235
2019-07-03 22:10:01.966728,294.026695
2019-07-03 22:11:02.019765,294.13934
2019-07-03 22:12:02.080733,293.6027
2019-07-03 22:13:02.176663,293.376905
2019-07-03 22:14:02.189890,293.34409
2019-07-03 22:15:02.199895,293.216585
2019-07-03 22:16:02.201839,293.21659
2019-07-03 22:17:02.212122,293.17439
2019-07-03 22:18:02.282824,293.40823
2019-07-03 22:19:02.367257,293.760735
2019-07-03 22:20:01.943628,293.779605
2019-07-03 22:21:02.006169,293.93353
2019-07-03 22:22:02.024946,293.946415
2019-07-03 22:23:02.101812,293.53605
2019-07-03 22:24:02.186127,293.52398
2019-07-03 22:25:02.277020,293.52398
2019-07-03 22:26:02.341787,293.62187
2019-07-03 22:27:02.389739,293.6083
2019-07-03 22:28:02.404793,293.56136
2019-07-03 22:29:02.470098,293.580215
2019-07-03 22:30:02.007711,293.60916
2019-07-03 22:31:02.014296,293.3978
2019-07-03 22:32:02.113542,293.40304
2019-07-03 22:33:02.120274,293.31781
2019-07-03 22:34:02.142529,293.675335
2019-07-03 22:35:02.175517,293.8903
2019-07-03 22:36:02.232441,294.00486
2019-07-03 22:37:02.328170,293.33716
2019-07-03 22:38:02.349794,293.43308
2019-07-03 22:39:02.385547,293.9231
2019-07-03 22:40:01.925112,294.3467
2019-07-03 22:41:01.985358,294.316805
2019-07-03 22:42:02.017813,294.292375
2019-07-03 22:43:02.096347,293.986825
2019-07-03 22:44:02.181212,294.09489
2019-07-03 22:45:02.240142,294.14742
2019-07-03 22:46:02.249768,293.848625
2019-07-03 22:47:02.334839,294.09451
2019-07-03 22:48:02.416112,294.155085
2019-07-03 22:49:02.504890,294.40775
2019-07-03 22:50:01.860562,294.785485
2019-07-03 22:51:01.868869,294.53062
2019-07-03 22:52:01.949493,294.692315
2019-07-03 22:53:01.952284,294.744335
2019-07-03 22:54:01.980605,294.96537
2019-07-03 22:55:02.036232,294.969135
2019-07-03 22:56:02.050220,295.07186
2019-07-03 22:57:02.087705,295.07186
2019-07-03 22:58:02.089238,295.07186
2019-07-03 22:59:02.168633,295.059345
2019-07-03 23:00:01.791253,295.059345
2019-07-03 23:01:01.883616,295.059345
2019-07-03 23:02:01.940807,295.059345
2019-07-03 23:03:01.996515,295.059345
2019-07-03 23:04:02.024814,295.059345
2019-07-03 23:05:02.052462,295.05934
2019-07-03 23:06:02.107486,294.877985
2019-07-03 23:07:02.135023,295.06807
2019-07-03 23:08:02.199789,295.18722
2019-07-03 23:09:02.274959,295.050455
2019-07-03 23:10:01.742529,295.199765
2019-07-03 23:11:01.836679,295.17422
2019-07-03 23:12:01.847830,295.18085
2019-07-03 23:13:01.855523,295.32669
2019-07-03 23:14:01.938327,295.32293
2019-07-03 23:15:02.011133,295.54005
2019-07-03 23:16:02.045683,295.61933
2019-07-03 23:17:02.133891,295.644365
2019-07-03 23:18:02.222313,295.510865
2019-07-03 23:19:02.234006,295.50716
2019-07-03 23:20:01.786255,295.52292
2019-07-03 23:21:01.868794,295.579775
2019-07-03 23:22:01.931466,295.632625
2019-07-03 23:23:02.019114,295.66647
2019-07-03 23:24:02.106642,295.70078
2019-07-03 23:25:02.108503,295.637265
2019-07-03 23:26:02.199145,295.71376
2019-07-03 23:27:02.227778,296.25424
2019-07-03 23:28:02.312809,298.38636
2019-07-03 23:29:02.385991,298.790815
2019-07-03 23:30:01.744643,298.77252
2019-07-03 23:31:01.831904,299.08111
2019-07-03 23:32:01.843012,299.057585
2019-07-03 23:33:01.849721,299.123115
2019-07-03 23:34:01.895794,299.01326
2019-07-03 23:35:01.933838,299.18161
2019-07-03 23:36:02.003676,299.765
2019-07-03 23:37:02.025529,299.81
2019-07-03 23:38:02.049571,301.623875
2019-07-03 23:39:02.052918,302.316905
2019-07-03 23:40:01.761460,300.98438
2019-07-03 23:41:01.833542,300.33211
2019-07-03 23:42:01.844607,300.71367
2019-07-03 23:43:01.929424,300.901995
2019-07-03 23:44:01.931476,301.617295
2019-07-03 23:45:01.975957,301.3972
2019-07-03 23:46:02.071609,300.90529
2019-07-03 23:47:02.150767,301.06058
2019-07-03 23:48:02.201737,301.35922
2019-07-03 23:49:02.231125,301.200005
2019-07-03 23:50:01.747338,301.763975
2019-07-03 23:51:01.800384,301.701465
2019-07-03 23:52:01.818680,301.585915
2019-07-03 23:53:01.915252,301.78403
2019-07-03 23:54:01.983260,300.837365
2019-07-03 23:55:02.012900,301.101755
2019-07-03 23:56:02.017723,301.15771
2019-07-03 23:57:02.040828,301.230705
2019-07-03 23:58:02.070613,301.0127
2019-07-03 23:59:02.116795,301.27201
2019-07-04 00:00:01.669709,301.0257
2019-07-04 00:01:01.762089,300.214385
2019-07-04 00:02:01.804516,299.981405
2019-07-04 00:03:01.879078,299.77773
2019-07-04 00:04:01.964755,299.76655
2019-07-04 00:05:02.056075,299.6053
2019-07-04 00:06:02.109826,299.66106
2019-07-04 00:07:02.151486,299.438775
2019-07-04 00:08:02.166681,299.80847
2019-07-04 00:09:02.217174,299.992475
2019-07-04 00:10:01.865008,300.419825
2019-07-04 00:11:01.953306,301.079515
2019-07-04 00:12:02.021786,301.139225
2019-07-04 00:13:02.084691,301.17221
2019-07-04 00:14:02.139594,301.02889
2019-07-04 00:15:02.145840,300.60402
2019-07-04 00:16:02.242945,300.08509
2019-07-04 00:17:02.290826,299.96848
2019-07-04 00:18:02.326659,300.195515
2019-07-04 00:19:02.338966,300.2069
2019-07-04 00:20:01.860367,300.292005
2019-07-04 00:21:01.881869,300.218425
2019-07-04 00:22:01.970921,300.04177
2019-07-04 00:23:02.052813,300.223615
2019-07-04 00:24:02.065594,300.71991
2019-07-04 00:25:02.134122,300.842435
2019-07-04 00:26:02.204178,301.721015
2019-07-04 00:27:02.243629,301.451975
2019-07-04 00:28:02.322323,301.891735
2019-07-04 00:29:02.334384,301.946525
2019-07-04 00:30:01.778598,302.510995
2019-07-04 00:31:01.814478,303.03582
2019-07-04 00:32:01.825761,303.369155
2019-07-04 00:33:01.845044,302.518535
2019-07-04 00:34:01.883616,302.580915
2019-07-04 00:35:01.947659,302.556405
2019-07-04 00:36:02.012402,302.27777
2019-07-04 00:37:02.073874,302.01278
2019-07-04 00:38:02.150953,301.745405
2019-07-04 00:39:02.217056,302.139535
2019-07-04 00:40:01.941745,302.26423
2019-07-04 00:41:02.015311,302.286645
2019-07-04 00:42:02.108847,302.372015
2019-07-04 00:43:02.171534,302.593805
2019-07-04 00:44:02.247137,303.36263
2019-07-04 00:45:02.267806,303.660995
2019-07-04 00:46:02.331116,303.616985
2019-07-04 00:47:02.332841,303.63953
2019-07-04 00:48:02.345185,303.62365
2019-07-04 00:49:02.346496,302.74402
2019-07-04 00:50:01.834323,303.038815
2019-07-04 00:51:01.892400,303.14312
2019-07-04 00:52:01.951901,303.10356
2019-07-04 00:53:02.005220,303.150195
2019-07-04 00:54:02.050988,302.776085
2019-07-04 00:55:02.101185,302.706595
2019-07-04 00:56:02.108655,302.82344
2019-07-04 00:57:02.166091,302.700625
2019-07-04 00:58:02.166557,302.517395
2019-07-04 00:59:02.180056,302.40958
2019-07-04 01:00:01.826553,302.19504
2019-07-04 01:01:01.836457,303.055
2019-07-04 01:02:01.930913,303.222845
2019-07-04 01:03:01.971685,303.915595
2019-07-04 01:04:02.063384,303.811125
2019-07-04 01:05:02.072688,303.03894
2019-07-04 01:06:02.136852,302.55351
2019-07-04 01:07:02.235346,301.96495
2019-07-04 01:08:02.271457,302.25087
2019-07-04 01:09:02.325535,301.559115
2019-07-04 01:10:01.885021,301.536935
2019-07-04 01:11:01.906740,301.53867
2019-07-04 01:12:01.910914,301.129135
2019-07-04 01:13:01.957808,301.17569
2019-07-04 01:14:01.973780,301.122365
2019-07-04 01:15:01.982160,301.09021
2019-07-04 01:16:02.019288,301.308825
2019-07-04 01:17:02.084302,301.33888
2019-07-04 01:18:02.114691,301.34279
2019-07-04 01:19:02.175853,301.339205
2019-07-04 01:20:01.832082,301.214045
2019-07-04 01:21:01.920689,301.20885
2019-07-04 01:22:01.942577,301.331875
2019-07-04 01:23:01.943798,301.47139
2019-07-04 01:24:01.974735,301.475545
2019-07-04 01:25:01.996384,301.32851
2019-07-04 01:26:02.007818,301.315935
2019-07-04 01:27:02.011765,301.295115
2019-07-04 01:28:02.014314,301.32102
2019-07-04 01:29:02.082830,301.33944
2019-07-04 01:30:01.803259,301.33915
2019-07-04 01:31:01.894381,301.33869
2019-07-04 01:32:01.938436,301.093695
2019-07-04 01:33:02.002137,300.816795
2019-07-04 01:34:02.020719,300.840405
2019-07-04 01:35:02.060512,300.66131
2019-07-04 01:36:02.160685,300.81913
2019-07-04 01:37:02.238880,300.88969
2019-07-04 01:38:02.306408,301.39344
2019-07-04 01:39:02.313997,301.54833
2019-07-04 01:40:01.951180,301.54833
2019-07-04 01:41:02.042705,301.54833
2019-07-04 01:42:02.070857,301.54833
2019-07-04 01:43:02.093360,301.054355
2019-07-04 01:44:02.116434,301.12632
2019-07-04 01:45:02.134242,301.02193
2019-07-04 01:46:02.145703,300.67524
2019-07-04 01:47:02.244928,300.28253
2019-07-04 01:48:02.297488,299.974435
2019-07-04 01:49:02.335707,300.14881
2019-07-04 01:50:01.853449,300.26398
2019-07-04 01:51:01.939689,300.25424
2019-07-04 01:52:02.031280,300.16984
2019-07-04 01:53:02.045362,300.11068
2019-07-04 01:54:02.078560,300.0722
2019-07-04 01:55:02.096930,300.320555
2019-07-04 01:56:02.194085,300.4283
2019-07-04 01:57:02.226075,300.73795
2019-07-04 01:58:02.273197,300.517655
2019-07-04 01:59:02.327536,300.33035
2019-07-04 02:00:01.852970,300.197625
2019-07-04 02:01:01.938170,300.503865
2019-07-04 02:02:01.997868,300.74335
2019-07-04 02:03:02.014797,300.905735
2019-07-04 02:04:02.113824,300.732095
2019-07-04 02:05:02.181627,300.705755
2019-07-04 02:06:02.211246,300.28
2019-07-04 02:07:02.216983,299.961685
2019-07-04 02:08:02.278475,299.835445
2019-07-04 02:09:02.374318,299.641125
2019-07-04 02:10:01.830981,299.82793
2019-07-04 02:11:01.848760,299.84146
2019-07-04 02:12:01.854357,300.04136
2019-07-04 02:13:01.904530,299.99283
2019-07-04 02:14:01.936011,300.317175
2019-07-04 02:15:02.010904,300.340135
2019-07-04 02:16:02.072185,300.323415
2019-07-04 02:17:02.117994,301.12807
2019-07-04 02:18:02.126840,301.89762
2019-07-04 02:19:02.211663,301.919565
2019-07-04 02:20:01.730759,301.808765
2019-07-04 02:21:01.767712,301.47002
2019-07-04 02:22:01.823297,301.51361
2019-07-04 02:23:01.870432,301.515365
2019-07-04 02:24:01.914402,301.51442
2019-07-04 02:25:01.959853,301.475875
2019-07-04 02:26:02.036928,301.67378
2019-07-04 02:27:02.118471,301.53162
2019-07-04 02:28:02.173959,301.485095
2019-07-04 02:29:02.199360,301.16697
2019-07-04 02:30:01.705861,301.21856
2019-07-04 02:31:01.714399,301.33904
2019-07-04 02:32:01.758722,301.149885
2019-07-04 02:33:01.807421,301.109995
2019-07-04 02:34:01.836730,300.78945
2019-07-04 02:35:01.845018,300.819215
2019-07-04 02:36:01.865972,300.81921
2019-07-04 02:37:01.892566,300.774955
2019-07-04 02:38:01.927856,300.62136
2019-07-04 02:39:01.978698,300.623215
2019-07-04 02:40:01.716759,300.828975
2019-07-04 02:41:01.816002,300.82414
2019-07-04 02:42:01.880639,300.470505
2019-07-04 02:43:01.889875,300.68123
2019-07-04 02:44:01.957486,300.644565
2019-07-04 02:45:01.976109,301.11909
2019-07-04 02:46:02.053771,301.148035
2019-07-04 02:47:02.146736,301.10673
2019-07-04 02:48:02.232905,301.116005
2019-07-04 02:49:02.264526,301.14291
2019-07-04 02:50:01.654884,301.106715
2019-07-04 02:51:01.672754,300.942915
2019-07-04 02:52:01.751889,300.83803
2019-07-04 02:53:01.827526,300.954515
2019-07-04 02:54:01.924861,300.95591
2019-07-04 02:55:01.966585,300.99489
2019-07-04 02:56:02.056520,300.99489
2019-07-04 02:57:02.137883,300.90161
2019-07-04 02:58:02.190090,300.821325
2019-07-04 02:59:02.227535,300.376485
2019-07-04 03:00:01.584634,300.2302
2019-07-04 03:01:01.585844,300.224175
2019-07-04 03:02:01.619645,300.313815
2019-07-04 03:03:01.690825,300.54624
2019-07-04 03:04:01.778289,300.51798
2019-07-04 03:05:01.877338,300.488285
2019-07-04 03:06:01.917192,300.58341
2019-07-04 03:07:01.971932,300.52643
2019-07-04 03:08:01.987423,300.52639
2019-07-04 03:09:02.042629,300.52639
2019-07-04 03:10:01.736561,300.725225
2019-07-04 03:11:01.764704,300.82024
2019-07-04 03:12:01.778142,301.080235
2019-07-04 03:13:01.785055,301.03384
2019-07-04 03:14:01.836433,300.470995
2019-07-04 03:15:01.915643,300.23041
2019-07-04 03:16:01.976152,300.161125
2019-07-04 03:17:02.053577,300.114795
2019-07-04 03:18:02.113222,300.13984
2019-07-04 03:19:02.129134,300.141865
2019-07-04 03:20:01.643454,300.00647
2019-07-04 03:21:01.691384,299.94745
2019-07-04 03:22:01.749420,300.006765
2019-07-04 03:23:01.822313,299.960145
2019-07-04 03:24:01.837915,299.884095
2019-07-04 03:25:01.838490,299.96672
2019-07-04 03:26:01.843570,299.966775
2019-07-04 03:27:01.928506,300.12579
2019-07-04 03:28:01.968150,300.036
2019-07-04 03:29:02.068035,300.04608
2019-07-04 03:30:01.829945,299.96663
2019-07-04 03:31:01.844485,299.96662
2019-07-04 03:32:01.919142,299.9666
2019-07-04 03:33:02.018629,300.03867
2019-07-04 03:34:02.093127,300.130975
2019-07-04 03:35:02.155162,300.063705
2019-07-04 03:36:02.246416,300.172655
2019-07-04 03:37:02.323103,300.22276
2019-07-04 03:38:02.366936,300.218295
2019-07-04 03:39:02.393619,300.218295
2019-07-04 03:40:02.121919,300.287285
2019-07-04 03:41:02.165055,300.28729
2019-07-04 03:42:02.175970,300.287295
2019-07-04 03:43:02.261252,300.2873
2019-07-04 03:44:02.297538,300.2873
2019-07-04 03:45:02.336404,300.289605
2019-07-04 03:46:02.362745,300.289605
2019-07-04 03:47:02.376392,300.29054
2019-07-04 03:48:02.445740,300.29059
2019-07-04 03:49:02.475110,300.31095
2019-07-04 03:50:02.089157,300.311185
2019-07-04 03:51:02.175857,300.311505
2019-07-04 03:52:02.176372,300.43219
2019-07-04 03:53:02.241717,300.3868
2019-07-04 03:54:02.264015,300.24302
2019-07-04 03:55:02.298377,299.66099
2019-07-04 03:56:02.354655,299.393605
2019-07-04 03:57:02.399098,299.992195
2019-07-04 03:58:02.471182,299.847705
2019-07-04 03:59:02.509329,299.33907
2019-07-04 04:00:02.102684,299.29866
2019-07-04 04:01:02.123690,299.672905
2019-07-04 04:02:02.173968,299.72529
2019-07-04 04:03:02.201228,299.88427
2019-07-04 04:04:02.217514,299.83957
2019-07-04 04:05:02.230569,299.84259
2019-07-04 04:06:02.297697,299.83841
2019-07-04 04:07:02.387363,299.9145
2019-07-04 04:08:02.474142,299.64714
2019-07-04 04:09:02.517652,299.339365
2019-07-04 04:10:02.087268,299.41977
2019-07-04 04:11:02.158682,299.42049
2019-07-04 04:12:02.159841,299.210245
2019-07-04 04:13:02.215094,299.29147
2019-07-04 04:14:02.260321,299.24187
2019-07-04 04:15:02.287573,298.935985
2019-07-04 04:16:02.368714,299.159675
2019-07-04 04:17:02.448926,299.197315
