Time,Mid
2019-07-01 22:01:30.172072,295.997368174142
2019-07-01 22:01:59.185576,296.143741790205
2019-07-01 22:02:30.187968,295.96359542128
2019-07-01 22:02:59.194075,296.017076374554
2019-07-01 22:03:30.274681,296.166941217864
2019-07-01 22:03:59.288890,296.956746106211
2019-07-01 22:04:30.313982,297.015856633515
2019-07-01 22:04:59.328936,297.052448864703
2019-07-01 22:05:30.388290,297.336324826421
2019-07-01 22:05:59.399193,297.849502720961
2019-07-01 22:06:30.399334,298.973753987615
2019-07-01 22:06:59.401146,298.999589088009
2019-07-01 22:07:30.447119,299.044848939764
2019-07-01 22:07:59.436714,298.694877087634
2019-07-01 22:08:30.504063,298.738975417527
2019-07-01 22:08:59.485334,298.774160255207
2019-07-01 22:09:30.505382,298.989022330644
2019-07-01 22:09:59.547893,298.794292174892
2019-07-01 22:10:02.755278,298.794292174892
2019-07-01 22:11:02.793753,298.218308125352
2019-07-01 22:12:02.798808,297.087164571214
2019-07-02 12:40:25.336569,278.936573465941
2019-07-02 12:41:25.412271,281.076732360668
2019-07-02 12:42:25.455124,281.225443141302
2019-07-02 12:43:25.550492,281.689000703697
2019-07-02 12:44:25.630771,284.048264730719
2019-07-02 12:45:25.652793,285.676768624507
2019-07-02 12:46:25.682883,286.712797898292
2019-07-02 12:47:25.732203,286.241790204541
2019-07-02 12:48:25.790828,286.58764524301
2019-07-02 12:49:25.862856,285.847250891349
2019-07-02 12:50:02.883741,286.047569900544
2019-07-02 12:51:02.927759,285.302115781573
2019-07-02 12:52:02.965065,285.105180943892
2019-07-02 12:53:03.047889,284.924096312629
2019-07-02 12:54:03.073432,284.781384875211
2019-07-02 12:55:03.166760,284.570275849127
2019-07-02 12:56:03.172738,284.290673672359
2019-07-02 12:57:03.223246,283.992775379996
2019-07-02 12:58:03.298313,282.732995543254
2019-07-02 12:59:03.396526,281.02688365547
2019-07-02 13:00:02.752494,281.203326139989
2019-07-02 13:01:02.788388,282.103584162132
2019-07-02 13:02:02.846576,283.651347297804
2019-07-02 13:03:02.893796,283.973869769187
2019-07-02 13:04:02.895376,284.956370801276
2019-07-02 13:05:02.940905,285.053621692625
2019-07-02 13:06:02.959621,285.090213923813
2019-07-02 13:07:03.002334,284.723822480766
2019-07-02 13:08:03.022235,284.991696378307
2019-07-02 13:09:03.068499,285.082055075999
2019-07-02 13:10:02.215657,285.091668230437
2019-07-02 13:11:02.240045,285.139774300995
2019-07-02 13:12:02.252651,285.53500797523
2019-07-02 13:13:02.300264,285.358378870332
2019-07-02 13:14:02.328948,285.285966363295
2019-07-02 13:15:02.412304,285.063332707825
2019-07-02 13:16:02.499466,285.306811784575
2019-07-02 13:17:02.579381,285.843834912742
2019-07-02 13:18:02.609906,286.538799868643
2019-07-02 13:19:02.632288,286.8279696003
